scenario,opponent_strategy,round,selected_strategy,reward,winner,player_1_score,player_2_score
baseline,weighted_value,2,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,3,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,4,noisy_weighted,-0.3333333333333333,2,5.0,10.0
baseline,weighted_value,5,random_partition,-0.6666666666666666,2,2.5,12.5
baseline,weighted_value,6,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,7,uniform,-0.4,2,4.5,10.5
baseline,weighted_value,8,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,9,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,10,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,11,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,12,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,13,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,14,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,15,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,16,noisy_weighted,-0.2,2,6.0,9.0
baseline,weighted_value,17,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,18,uniform,-0.4,2,4.5,10.5
baseline,weighted_value,19,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,20,random_partition,-0.6,2,3.0,12.0
baseline,weighted_value,21,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,22,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,23,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,24,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,25,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,26,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,27,noisy_weighted,0.0,0,7.5,7.5
baseline,weighted_value,28,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,29,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,30,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,31,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,32,uniform,-0.4,2,4.5,10.5
baseline,weighted_value,33,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,34,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,35,noisy_weighted,0.06666666666666667,1,8.0,7.0
baseline,weighted_value,36,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,37,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,38,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,39,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,40,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,41,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,42,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,43,random_partition,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,44,noisy_weighted,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,45,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,46,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,47,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,48,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,49,uniform,-0.4,2,4.5,10.5
baseline,weighted_value,50,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,51,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,52,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,53,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,54,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,55,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,56,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,57,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,58,random_partition,-0.3333333333333333,2,5.0,10.0
baseline,weighted_value,59,noisy_weighted,-0.13333333333333333,2,6.5,8.5
baseline,weighted_value,60,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,61,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,62,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,63,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,64,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,65,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,66,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,67,uniform,-0.4,2,4.5,10.5
baseline,weighted_value,68,noisy_weighted,-0.13333333333333333,2,6.5,8.5
baseline,weighted_value,69,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,70,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,71,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,72,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,73,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,74,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,75,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,76,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,77,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,78,random_partition,-0.2,2,6.0,9.0
baseline,weighted_value,79,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,80,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,81,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,82,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,83,noisy_weighted,0.06666666666666667,1,8.0,7.0
baseline,weighted_value,84,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,85,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,86,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,87,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,88,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,89,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,90,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,91,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,92,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,93,noisy_weighted,-0.06666666666666667,2,7.0,8.0
baseline,weighted_value,94,uniform,-0.4,2,4.5,10.5
baseline,weighted_value,95,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,96,random_partition,-0.4666666666666667,2,4.0,11.0
baseline,weighted_value,97,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,98,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,99,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,100,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,101,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,102,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,103,noisy_weighted,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,104,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,105,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,106,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,107,balanced_priority,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,108,defensive_spread,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,109,top_heavy,-0.26666666666666666,2,5.5,9.5
baseline,weighted_value,110,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,111,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,112,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,113,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,114,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,115,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,116,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,weighted_value,117,uniform,-0.4,2,4.5,10.5
baseline,weighted_value,118,winner_take_most,0.2,1,9.0,6.0
baseline,weighted_value,119,weighted_value,0.0,0,7.5,7.5
baseline,weighted_value,120,anti_top_heavy,0.3333333333333333,1,10.0,5.0
baseline,winner_take_most,1,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,2,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,3,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,4,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,5,random_partition,-0.2,2,6.0,9.0
baseline,winner_take_most,6,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,7,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,8,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,9,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,10,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,11,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,12,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,13,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,14,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,15,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,16,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,17,random_partition,-0.26666666666666666,2,5.5,9.5
baseline,winner_take_most,18,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,19,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,20,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,21,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,22,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,23,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,24,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,25,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,26,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,27,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,28,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,29,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,30,random_partition,-0.3333333333333333,2,5.0,10.0
baseline,winner_take_most,31,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,32,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,33,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,34,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,35,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,36,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,37,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,38,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,39,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,40,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,41,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,42,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,43,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,44,random_partition,0.3333333333333333,1,10.0,5.0
baseline,winner_take_most,45,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,46,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,47,random_partition,0.26666666666666666,1,9.5,5.5
baseline,winner_take_most,48,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,49,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,50,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,51,random_partition,-0.2,2,6.0,9.0
baseline,winner_take_most,52,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,53,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,54,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,55,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,56,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,57,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,58,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,59,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,60,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,61,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,62,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,63,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,64,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,65,random_partition,-0.2,2,6.0,9.0
baseline,winner_take_most,66,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,67,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,68,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,69,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,70,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,71,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,72,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,73,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,74,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,75,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,76,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,77,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,78,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,79,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,80,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,81,random_partition,-0.2,2,6.0,9.0
baseline,winner_take_most,82,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,83,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,84,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,85,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,86,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,87,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,88,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,89,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,90,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,91,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,92,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,93,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,94,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,95,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,96,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,97,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,98,random_partition,-0.3333333333333333,2,5.0,10.0
baseline,winner_take_most,99,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,100,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,101,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,102,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,103,anti_top_heavy,-0.2,2,6.0,9.0
baseline,winner_take_most,104,balanced_priority,-0.2,2,6.0,9.0
baseline,winner_take_most,105,defensive_spread,-0.2,2,6.0,9.0
baseline,winner_take_most,106,noisy_weighted,-0.2,2,6.0,9.0
baseline,winner_take_most,107,uniform,-0.2,2,6.0,9.0
baseline,winner_take_most,108,weighted_value,-0.2,2,6.0,9.0
baseline,winner_take_most,109,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,110,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,111,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,112,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,113,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,114,winner_take_most,0.0,0,7.5,7.5
baseline,winner_take_most,115,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,116,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,117,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,118,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,119,top_heavy,0.4666666666666667,1,11.0,4.0
baseline,winner_take_most,120,random_partition,-0.06666666666666667,2,7.0,8.0
medium,anti_top_heavy,1,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,2,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,3,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,4,noisy_weighted,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,5,random_partition,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,6,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,7,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,8,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,9,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,10,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,11,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,12,random_partition,0.19047619047619047,1,12.5,8.5
medium,anti_top_heavy,13,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,14,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,15,noisy_weighted,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,16,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,17,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,18,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,19,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,20,random_partition,0.14285714285714285,1,12.0,9.0
medium,anti_top_heavy,21,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,22,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,23,random_partition,0.3333333333333333,1,14.0,7.0
medium,anti_top_heavy,24,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,25,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,26,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,27,noisy_weighted,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,28,random_partition,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,29,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,30,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,31,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,32,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,33,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,34,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,35,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,36,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,37,random_partition,0.42857142857142855,1,15.0,6.0
medium,anti_top_heavy,38,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,39,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,40,random_partition,-0.047619047619047616,2,10.0,11.0
medium,anti_top_heavy,41,noisy_weighted,-0.19047619047619047,2,8.5,12.5
medium,anti_top_heavy,42,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,43,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,44,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,45,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,46,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,47,random_partition,0.23809523809523808,1,13.0,8.0
medium,anti_top_heavy,48,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,49,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,50,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,51,random_partition,0.0,0,10.5,10.5
medium,anti_top_heavy,52,noisy_weighted,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,53,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,54,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,55,random_partition,-0.3333333333333333,2,7.0,14.0
medium,anti_top_heavy,56,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,57,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,58,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,59,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,60,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,61,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,62,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,63,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,64,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,65,random_partition,0.14285714285714285,1,12.0,9.0
medium,anti_top_heavy,66,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,67,noisy_weighted,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,68,random_partition,0.23809523809523808,1,13.0,8.0
medium,anti_top_heavy,69,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,70,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,71,random_partition,-0.047619047619047616,2,10.0,11.0
medium,anti_top_heavy,72,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,73,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,74,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,75,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,76,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,77,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,78,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,79,random_partition,0.42857142857142855,1,15.0,6.0
medium,anti_top_heavy,80,random_partition,-0.8095238095238095,2,2.0,19.0
medium,anti_top_heavy,81,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,82,noisy_weighted,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,83,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,84,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,85,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,86,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,87,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,88,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,89,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,90,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,91,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,92,random_partition,0.23809523809523808,1,13.0,8.0
medium,anti_top_heavy,93,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,94,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,95,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,96,random_partition,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,97,noisy_weighted,-0.3333333333333333,2,7.0,14.0
medium,anti_top_heavy,98,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,99,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,100,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,101,random_partition,-0.38095238095238093,2,6.5,14.5
medium,anti_top_heavy,102,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,103,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,104,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,105,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,106,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,107,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,108,random_partition,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,109,balanced_priority,-0.2857142857142857,2,7.5,13.5
medium,anti_top_heavy,110,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,111,noisy_weighted,-0.23809523809523808,2,8.0,13.0
medium,anti_top_heavy,112,defensive_spread,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,113,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,114,weighted_value,-0.42857142857142855,2,6.0,15.0
medium,anti_top_heavy,115,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,116,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,anti_top_heavy,117,random_partition,-0.3333333333333333,2,7.0,14.0
medium,anti_top_heavy,118,uniform,-0.14285714285714285,2,9.0,12.0
medium,anti_top_heavy,119,anti_top_heavy,0.0,0,10.5,10.5
medium,anti_top_heavy,120,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,balanced_priority,1,anti_top_heavy,0.2857142857142857,1,13.5,7.5
medium,balanced_priority,2,balanced_priority,0.0,0,10.5,10.5
medium,balanced_priority,3,defensive_spread,0.42857142857142855,1,15.0,6.0
medium,balanced_priority,4,noisy_weighted,0.14285714285714285,1,12.0,9.0
medium,balanced_priority,5,random_partition,-0.3333333333333333,2,7.0,14.0
medium,balanced_priority,6,top_heavy,-0.42857142857142855,2,6.0,15.0
medium,balanced_priority,7,uniform,-0.38095238095238093,2,6.5,14.5
medium,balanced_priority,8,weighted_value,0.42857142857142855,1,15.0,6.0
medium,balanced_priority,9,winner_take_most,0.047619047619047616,1,11.0,10.0
medium,balanced_priority,10,defensive_spread,0.42857142857142855,1,15.0,6.0
medium,balanced_priority,11,weighted_value,0.42857142857142855,1,15.0,6.0
medium,balanced_priority,12,anti_top_heavy,0.2857142857142857,1,13.5,7.5
medium,balanced_priority,13,noisy_weighted,0.38095238095238093,1,14.5,6.5
medium,balanced_priority,14,winner_take_most,0.047619047619047616,1,11.0,10.0
